0.215 263.278 100 -0.0504324 0.231811 154.426 163.278 0.441509 -0.0674491 1.20863 
0.216 263.066 100 -0.0505924 0.232864 154.355 163.066 0.441243 -0.0666339 1.20898 
0.217 262.857 100 -0.0507505 0.233917 154.286 162.857 0.440982 -0.0658282 1.20933 
0.218 262.651 100 -0.0509066 0.234969 154.217 162.651 0.440724 -0.0650321 1.20967 
0.219 262.447 100 -0.0510609 0.23602 154.149 162.447 0.440469 -0.0642455 1.21002 
0.22 262.245 100 -0.0512133 0.237071 154.082 162.245 0.440218 -0.0634681 1.21035 
0.221 262.047 100 -0.0513638 0.238121 154.016 162.047 0.43997 -0.0627 1.21069 
0.222 261.85 100 -0.0515125 0.239171 153.95 161.85 0.439725 -0.0619409 1.21101 
0.223 261.657 100 -0.0516595 0.24022 153.886 161.657 0.439483 -0.0611909 1.21134 
0.224 261.465 100 -0.0518046 0.241268 153.822 161.465 0.439245 -0.0604498 1.21166 
0.225 261.277 100 -0.051948 0.242316 153.759 161.277 0.43901 -0.0597174 1.21198 
0.226 261.09 100 -0.0520896 0.243363 153.697 161.09 0.438778 -0.0589938 1.21229 
0.227 260.906 100 -0.0522295 0.24441 153.635 160.906 0.438549 -0.0582788 1.2126 
0.228 260.724 100 -0.0523677 0.245456 153.575 160.724 0.438323 -0.0575722 1.21291 
0.229 260.545 100 -0.0525042 0.246501 153.515 160.545 0.4381 -0.0568741 1.21321 
0.23 260.367 100 -0.0526391 0.247546 153.456 160.367 0.43788 -0.0561843 1.21351 
0.231 260.192 100 -0.0527724 0.248591 153.397 160.192 0.437663 -0.0555027 1.2138 
0.232 260.02 100 -0.052904 0.249635 153.34 160.02 0.437449 -0.0548292 1.21409 
0.233 259.849 100 -0.053034 0.250678 153.283 159.849 0.437238 -0.0541637 1.21438 
0.234 259.681 100 -0.0531624 0.251721 153.227 159.681 0.437029 -0.0535062 1.21466 
0.235 259.514 100 -0.0532893 0.252763 153.171 159.514 0.436824 -0.0528565 1.21495 
0.236 259.35 100 -0.0534146 0.253805 153.117 159.35 0.436621 -0.0522145 1.21522 
0.237 259.188 100 -0.0535384 0.254846 153.063 159.188 0.43642 -0.0515803 1.2155 
0.238 259.028 100 -0.0536607 0.255887 153.009 159.028 0.436223 -0.0509535 1.21577 
0.239 258.87 100 -0.0537815 0.256927 152.957 158.87 0.436028 -0.0503343 1.21604 
0.24 258.714 100 -0.0539008 0.257967 152.905 158.714 0.435835 -0.0497225 1.2163 
0.241 258.56 100 -0.0540187 0.259006 152.853 158.56 0.435645 -0.049118 1.21656 
0.242 258.408 100 -0.0541352 0.260045 152.803 158.408 0.435458 -0.0485207 1.21682 
0.243 258.257 100 -0.0542502 0.261083 152.752 158.257 0.435273 -0.0479305 1.21707 
0.244 258.109 100 -0.0543638 0.262121 152.703 158.109 0.435091 -0.0473475 1.21733 
0.245 257.963 100 -0.054476 0.263159 152.654 157.963 0.434911 -0.0467713 1.21758 
0.246 257.818 100 -0.0545869 0.264196 152.606 157.818 0.434733 -0.0462021 1.21782 
0.247 257.675 100 -0.0546964 0.265232 152.558 157.675 0.434558 -0.0456397 1.21806 
0.248 257.534 100 -0.0548046 0.266268 152.511 157.534 0.434385 -0.0450841 1.2183 
0.249 257.395 100 -0.0549115 0.267304 152.465 157.395 0.434214 -0.0445351 1.21854 
0.25 257.257 100 -0.055017 0.268339 152.419 157.257 0.434046 -0.0439927 1.21877 
0.251 257.122 100 -0.0551213 0.269374 152.374 157.122 0.43388 -0.0434568 1.21901 
0.252 256.988 100 -0.0552243 0.270408 152.329 156.988 0.433716 -0.0429273 1.21923 
0.253 256.855 100 -0.055326 0.271442 152.285 156.855 0.433554 -0.0424042 1.21946 
0.254 256.725 100 -0.0554265 0.272475 152.242 156.725 0.433394 -0.0418874 1.21968 
